timestamp,actual,p10,p50,p90,reliability,temp_corr,p10_base,p90_base,stress_day
2025-05-12 13:45:00,5094.89,4832.84715818754,5209.988472758925,5573.075168508928,HIGH,42.14916666666667,4832.84715818754,5573.075168508927,
2025-05-12 14:00:00,5185.943333333334,4932.155946034722,5311.217090590737,5681.7014169286085,HIGH,42.126666666666665,4932.155946034722,5681.7014169286085,
2025-05-12 14:15:00,5253.856666666667,5012.210049589948,5390.776498762193,5767.227140890983,HIGH,42.10166666666667,5012.210049589948,5767.227140890983,
2025-05-12 14:30:00,5351.526666666667,5073.795787315183,5453.731651476414,5834.392941747003,HIGH,42.07666666666667,5073.795787315184,5834.392941747003,
2025-05-12 14:45:00,5421.2733333333335,5115.0608918729695,5496.168064543934,5879.226902949018,HIGH,42.05166666666667,5115.0608918729695,5879.226902949018,
2025-05-12 15:00:00,5474.490000000001,5136.218223531278,5518.303344411274,5901.97145519179,HIGH,42.026666666666664,5136.218223531278,5901.97145519179,
2025-05-12 15:15:00,5503.0,5142.201719366867,5525.187546492774,5908.131488092738,HIGH,41.88166666666666,5142.201719366867,5908.131488092738,
2025-05-12 15:30:00,5549.920000000001,5148.128386299455,5532.295443487876,5914.564308920911,HIGH,41.73666666666666,5148.128386299455,5914.56430892091,
2025-05-12 15:45:00,5570.823333333334,5139.685833488915,5524.969311688326,5905.312802979479,HIGH,41.59166666666667,5139.685833488915,5905.312802979479,
2025-05-12 16:00:00,5534.373333333333,5082.693724634575,5468.208441116765,5842.266190822696,HIGH,41.446666666666665,5082.693724634575,5842.266190822696,
2025-05-12 16:15:00,5509.596666666667,5054.489467639714,5440.000340381171,5810.42428217705,HIGH,41.23416666666666,5054.489467639714,5810.42428217705,
2025-05-12 16:30:00,5471.953333333334,5026.268710931676,5412.034250716677,5778.894742665356,HIGH,41.02166666666667,5026.268710931676,5778.894742665356,
2025-05-12 16:45:00,5421.373333333334,5002.928624672589,5389.315550531009,5753.132867596655,HIGH,40.80916666666667,5002.928624672589,5753.132867596655,
2025-05-12 17:00:00,5451.8133333333335,4959.813010634029,5346.5903296548595,5705.641350527483,HIGH,40.596666666666664,4959.813010634029,5705.641350527483,
2025-05-12 17:15:00,5394.526666666667,4942.654144429257,5324.202208020727,5680.128329386286,HIGH,40.2875,4942.654144429257,5680.128329386286,
2025-05-12 17:30:00,5313.036666666667,4903.306302806703,5279.3141890754705,5630.178040776967,HIGH,39.97833333333333,4903.306302806703,5630.178040776967,
2025-05-12 17:45:00,5277.453333333334,4873.194507024248,5244.088170119029,5590.818220612057,HIGH,39.66916666666667,4873.194507024248,5590.818220612057,
2025-05-12 18:00:00,5223.3,4840.899003298821,5206.818544125076,5549.304586821555,HIGH,39.36,4840.899003298821,5549.304586821555,
2025-05-12 18:15:00,5143.626666666667,4800.684989701274,5163.05690347497,5500.846762178179,HIGH,38.969166666666666,4800.684989701274,5500.846762178179,
2025-05-12 18:30:00,5099.509999999999,4776.314666605907,5135.67961653024,5470.308499947605,HIGH,38.57833333333333,4776.314666605907,5470.308499947604,
2025-05-12 18:45:00,5040.91,4807.77005440953,5165.606501858296,5502.25366557875,HIGH,38.18750000000001,4807.77005440953,5502.25366557875,
2025-05-12 19:00:00,5026.75,4826.249530269785,5182.378613640271,5519.954280018112,HIGH,37.79666666666667,4826.249530269785,5519.954280018112,
2025-05-12 19:15:00,5100.373333333333,4873.298201791562,5229.952432763177,5571.331568545415,HIGH,37.612500000000004,4873.298201791562,5571.3315685454145,
2025-05-12 19:30:00,5120.286666666667,4919.584263963067,5276.841656712094,5622.046951873804,HIGH,37.428333333333335,4919.584263963067,5622.046951873804,
2025-05-12 19:45:00,5123.596666666667,4892.943919805617,5249.143519689216,5591.621071883386,HIGH,37.244166666666665,4892.943919805617,5591.621071883386,
2025-05-12 20:00:00,5135.786666666667,4831.982232223725,5186.365619355065,5523.078126515996,HIGH,37.06,4831.982232223725,5523.078126515996,
2025-05-12 20:15:00,5173.2266666666665,4709.563257429633,5058.909509692253,5384.121550229309,HIGH,36.75666666666666,4709.563257429634,5384.121550229309,
2025-05-12 20:30:00,5194.843333333333,4681.402137911102,5027.982364500953,5350.369586294849,HIGH,36.45333333333333,4681.402137911102,5350.369586294849,
2025-05-12 20:45:00,5205.25,4654.444746286386,4998.2919825918325,5318.048325546759,HIGH,36.15,4654.444746286387,5318.048325546759,
2025-05-12 21:00:00,5247.736666666667,4656.06393893968,4997.845313465497,5317.65630918739,HIGH,35.84666666666667,4656.063938939681,5317.65630918739,
2025-05-12 21:15:00,5325.776666666668,4711.30474642133,5055.140992504354,5380.329408950617,HIGH,35.58083333333334,4711.30474642133,5380.329408950617,
2025-05-12 21:30:00,5400.026666666667,4765.355743090103,5111.1668256870025,5441.699351833909,HIGH,35.315,4765.355743090103,5441.699351833909,
2025-05-12 21:45:00,5521.846666666667,4827.3720355350115,5175.277943861052,5511.951798552876,HIGH,35.049166666666665,4827.3720355350115,5511.9517985528755,
2025-05-12 22:00:00,5563.850000000001,4862.811183839473,5212.090043878246,5552.550821311754,HIGH,34.78333333333333,4862.811183839473,5552.550821311754,
2025-05-12 22:15:00,5607.883333333334,4931.35703642109,5285.208383800522,5632.849289287528,HIGH,34.306666666666665,4931.35703642109,5632.849289287527,
2025-05-12 22:30:00,5688.906666666667,4994.454132593609,5352.625160854087,5707.008190015522,HIGH,33.83,4994.454132593609,5707.008190015522,
2025-05-12 22:45:00,5765.490000000001,5065.623859095848,5428.167576950714,5790.082008651014,HIGH,33.35333333333333,5065.623859095848,5790.082008651014,
2025-05-12 23:00:00,5790.079999999999,5109.66162287389,5475.775336289254,5842.797448393363,HIGH,32.876666666666665,5109.66162287389,5842.797448393362,
2025-05-12 23:15:00,5795.666666666667,5157.826933150991,5524.113588334057,5896.4554673123685,HIGH,32.74,5157.826933150991,5896.4554673123685,
2025-05-12 23:30:00,5756.400000000001,5181.175060343872,5547.176669928226,5922.5980702623565,HIGH,32.60333333333333,5181.175060343872,5922.5980702623565,
2025-05-12 23:45:00,5715.225,5178.342173975163,5542.54247982901,5918.726273329456,HIGH,32.46666666666667,5178.342173975163,5918.726273329456,
2025-05-13 00:00:00,5643.066666666667,5085.929662828494,5447.5205811179485,5816.2498368374145,HIGH,32.33,5085.929662828494,5816.2498368374145,
2025-05-13 00:15:00,5569.153333333333,5038.497422438039,5398.327038895087,5763.721176782337,HIGH,32.170833333333334,5038.497422438039,5763.721176782337,
2025-05-13 00:30:00,5474.376666666667,4984.910503105526,5342.596182108319,5704.1091034440415,HIGH,32.01166666666666,4984.910503105526,5704.1091034440415,
2025-05-13 00:45:00,5399.256666666667,4924.4710906309165,5279.603411606667,5636.619415834637,HIGH,31.8525,4924.4710906309165,5636.619415834636,
2025-05-13 01:00:00,5293.5633333333335,4838.643128479569,5190.361496905782,5540.569771264466,HIGH,31.693333333333335,4838.643128479569,5540.569771264466,
2025-05-13 01:15:00,5206.996666666667,4748.334167379862,5099.143606350373,5442.49054397988,HIGH,31.558333333333334,4748.334167379862,5442.49054397988,
2025-05-13 01:30:00,5109.583333333333,4678.6971416346805,5028.82073357675,5367.180575519967,HIGH,31.423333333333336,4678.697141634681,5367.180575519967,
2025-05-13 01:45:00,5042.53,4586.625440545984,4935.252460576489,5266.56543819105,HIGH,31.288333333333334,4586.625440545984,5266.565438191049,
2025-05-13 02:00:00,4920.28,4515.557711573771,4862.908913670756,5189.067572921674,HIGH,31.153333333333332,4515.5577115737715,5189.067572921674,
2025-05-13 02:15:00,4879.446666666667,4439.297150798446,4784.605789936055,5105.0649321481615,HIGH,30.956666666666667,4439.297150798446,5105.0649321481615,
2025-05-13 02:30:00,4810.990000000001,4367.371496127015,4710.455315413571,5025.576967176013,HIGH,30.759999999999998,4367.371496127015,5025.576967176013,
2025-05-13 02:45:00,4740.5,4301.140338673437,4641.848611016524,4952.113095871137,HIGH,30.563333333333333,4301.140338673437,4952.113095871137,
2025-05-13 03:00:00,4667.9766666666665,4219.352076240678,4557.027554044526,4860.973259328433,HIGH,30.366666666666667,4219.352076240678,4860.973259328433,
2025-05-13 03:15:00,4600.7266666666665,4163.650143682019,4496.47410558789,4796.160267228109,HIGH,30.153333333333336,4163.650143682019,4796.160267228109,
2025-05-13 03:30:00,4535.2266666666665,4113.971551601222,4441.805775187104,4737.726986228675,HIGH,29.94,4113.971551601222,4737.726986228675,
2025-05-13 03:45:00,4465.683333333333,4066.5437709303583,4389.164041019063,4681.46633447721,HIGH,29.726666666666667,4066.5437709303583,4681.46633447721,
2025-05-13 04:00:00,4382.89,4012.0891365033285,4329.055137578153,4617.034595204375,HIGH,29.513333333333332,4012.0891365033285,4617.034595204375,
